label,threshold,precision,recall,f1,n_gold,n_pred
thought_terminating_cliches,0.95,0.39484108044000793,0.57667578853738,0.4687418174207581,76,111
whataboutism_straw_men_red_herring,0.05,1.2612399759357689,152.92534708221197,2.5018461690341423,108,13095
whataboutism_straw_men_red_herring,0.1,1.263384623840248,139.7092829863341,2.504124564355503,108,11943
whataboutism_straw_men_red_herring,0.15,1.2650582474576724,130.47670202250936,2.505820897738244,108,11139
whataboutism_straw_men_red_herring,0.2,1.265834294865207,121.70762331370658,2.5056087148075314,108,10384
whataboutism_straw_men_red_herring,0.25,1.274771509345823,115.34321471599429,2.521673520106757,108,9772
whataboutism_straw_men_red_herring,0.3,1.272702873750846,108.6628999894125,2.515938085294576,108,9221
whataboutism_straw_men_red_herring,0.35,1.2745629569101933,101.46937318068373,2.5175034007612775,108,8598
whataboutism_straw_men_red_herring,0.4,1.2755391940220002,95.0631015989174,2.5173016973600784,108,8049
whataboutism_straw_men_red_herring,0.45,1.2798451557198327,87.87085027465334,2.5229434612953767,108,7415
whataboutism_straw_men_red_herring,0.5,1.2711251200410614,79.36293226330442,2.5021738970768874,108,6743
whataboutism_straw_men_red_herring,0.55,1.2635057028975325,70.44044293653744,2.482482570450659,108,6021
whataboutism_straw_men_red_herring,0.6,1.2595446710714324,61.612726826577564,2.468623445472223,108,5283
whataboutism_straw_men_red_herring,0.65,1.262192923608415,52.75498941822579,2.4653997651096433,108,4514
whataboutism_straw_men_red_herring,0.7,1.2756734239778613,43.65637939835347,2.478911133029535,108,3696
whataboutism_straw_men_red_herring,0.75,1.2793916302605688,34.25926476586634,2.4666670631423764,108,2892
whataboutism_straw_men_red_herring,0.8,1.2862236001786638,25.140907592381105,2.4472447228275427,108,2111
whataboutism_straw_men_red_herring,0.85,1.2880226734250526,15.778277749456894,2.381626830106701,108,1323
whataboutism_straw_men_red_herring,0.9,1.3117073548196831,7.469444659389863,2.231535333925602,108,615
whataboutism_straw_men_red_herring,0.95,1.4321948664851867,1.365889548592354,1.3982565995068648,108,103
